cooling_min,cv,x_mm,dx_mm,layer,material,node,capacity_J_m2K,k_W_mK,temperature_C
80.0,100,19.47346666666666,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-28.866483083395142
80.0,101,19.806799999999996,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-28.86649481827727
80.0,102,20.14013333333333,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-28.866508183573604
80.0,103,20.473466666666667,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-28.866523179264913
80.0,104,20.8068,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-28.86653980532963
80.0,105,21.140133333333335,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-28.866558061743838
80.0,106,21.32555,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-28.866922237623275
80.0,107,21.363049999999998,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-28.867631136870706
80.0,108,21.40055,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-28.868340470072464
80.0,109,21.438049999999997,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-28.869050236956717
80.0,110,21.457649999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-28.86942322363003
80.0,111,21.459349999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-28.86945899896627
80.0,112,21.463199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-28.869547916876094
80.0,113,21.469199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-28.869690285472412
80.0,114,21.475024999999995,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-28.86982133873424
80.0,115,21.480674999999994,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-28.86994079152724
80.0,116,21.502249999999993,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-28.870357378585247
80.0,117,21.539749999999994,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-28.871071507596714
80.0,118,21.577249999999992,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-28.871786069244067
80.0,119,21.61474999999999,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-28.872501063253466
80.0,120,21.800166666666662,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-28.872868817370218
80.0,121,22.133499999999998,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-28.87289052075224
80.0,122,22.46683333333333,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-28.872913845348997
80.0,123,22.800166666666666,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-28.872938791126934
80.0,124,23.1335,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-28.872965358050177
80.0,125,23.466833333333337,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-28.872993546080508
80.0,126,23.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.873150043839114
80.0,127,24.3835,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.873493383431242
80.0,128,24.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.87389685786711
80.0,129,25.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.874360445608563
80.0,130,25.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.874884121908497
80.0,131,26.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.875467858812183
80.0,132,26.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.876111625158746
80.0,133,27.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.87681538658284
80.0,134,27.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.877579105516485
80.0,135,28.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.878402741191056
80.0,136,28.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.87928624963948
80.0,137,29.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.880229583698572
80.0,138,29.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.881232693011547
80.0,139,30.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.882295524030727
80.0,140,30.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.883418020020372
80.0,141,31.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.884600121059734
80.0,142,31.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.885841764046244
80.0,143,32.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.88714288269889
80.0,144,32.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.88850340756173
80.0,145,33.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-28.88992326600763
85.0,0,0.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.129600695662234
85.0,1,0.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.128487399828053
85.0,2,1.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.12742062682229
85.0,3,1.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.126400433591098
85.0,4,2.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.125426874594137
85.0,5,2.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.124500001801643
85.0,6,3.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.123619864691666
85.0,7,3.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.122786510247426
85.0,8,4.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.121999982954804
85.0,9,4.750000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.12126032479997
85.0,10,5.250000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.12056757526713
85.0,11,5.750000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.119921771336447
85.0,12,6.250000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.119322947482026
85.0,13,6.750000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.11877113567011
85.0,14,7.250000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.11826636535735
85.0,15,7.7500000000000036,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.11780866348925
85.0,16,8.250000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.117398054498715
85.0,17,8.750000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.117034560304752
85.0,18,9.250000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.116718200311304
85.0,19,9.750000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.1164489914062
85.0,20,10.166666666666671,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.116326283186083
85.0,21,10.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.11630418125273
85.0,22,10.833333333333337,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.11628335041212
85.0,23,11.16666666666667,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.116263790694223
85.0,24,11.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.116245502127164
85.0,25,11.833333333333336,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.116228484737253
85.0,26,12.018750000000004,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.11594013266428
85.0,27,12.056250000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.115379513502244
85.0,28,12.093750000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.114819233350666
85.0,29,12.131250000000001,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.11425929242426
85.0,30,12.150850000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-29.113965398013868
85.0,31,12.152550000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-29.113937212469978
85.0,32,12.156400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-29.113867167552993
85.0,33,12.162400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-29.113755504785114
85.0,34,12.168225000000003,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-29.1136531639802
85.0,35,12.173875000000002,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-29.1135599215769
85.0,36,12.195450000000001,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.11323487987744
85.0,37,12.23295,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.11267835893024
85.0,38,12.27045,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.112122178028656
85.0,39,12.30795,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.111566337385835
85.0,40,12.493366666666665,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-29.111280790806678
85.0,41,12.826699999999999,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-29.111266476137725
85.0,42,13.160033333333331,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-29.111253439807662
85.0,43,13.493366666666665,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-29.111241681835246
85.0,44,13.826699999999997,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-29.111231202237384
85.0,45,14.160033333333331,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-29.11122200102915
85.0,46,14.345449999999998,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.11107691465589
85.0,47,14.382949999999997,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.110795005374065
85.0,48,14.420449999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.110513436859605
85.0,49,14.457949999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.11023220922042
85.0,50,14.477549999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-29.110084691709897
85.0,51,14.479249999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-29.11007054514309
85.0,52,14.483099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-29.110035391232678
85.0,53,14.489099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-29.109979472545174
85.0,54,14.494924999999997,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-29.109928334662715
85.0,55,14.500574999999996,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-29.109881753070272
85.0,56,14.522149999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.10971940510373
85.0,57,14.559649999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.109441612076658
85.0,58,14.597149999999994,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.10916416033561
85.0,59,14.634649999999993,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.10888704998691
85.0,60,14.820066666666659,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-29.108744781086745
85.0,61,15.153399999999992,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-29.108738294102622
85.0,62,15.486733333333326,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-29.10873308909388
85.0,63,15.820066666666664,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-29.108729166068017
85.0,64,16.153399999999998,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-29.108726525030665
85.0,65,16.486733333333333,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-29.10872516598563
85.0,66,16.672149999999995,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.108723754993456
85.0,67,16.709649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.108721351621003
85.0,68,16.747149999999994,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.1087192898106
85.0,69,16.784649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.108717569563034
85.0,70,16.804249999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-29.108716845498588
85.0,71,16.805949999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-29.108716777854617
85.0,72,16.809799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-29.10871661421512
85.0,73,16.815799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-29.108716597505975
85.0,74,16.821624999999994,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-29.10871680694436
85.0,75,16.827274999999993,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-29.108717017695533
85.0,76,16.84884999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-29.108717821884984
85.0,77,16.88634999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-29.10871954118412
85.0,78,16.92384999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-29.108721602045996
85.0,79,16.96134999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-29.108724004469824
85.0,80,17.14676666666666,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-29.108725414974323
85.0,81,17.480099999999997,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-29.10872677399237
85.0,82,17.81343333333333,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-29.108729415002372
85.0,83,18.146766666666664,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-29.108733338000533
85.0,84,18.4801,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-29.10873854298121
85.0,85,18.813433333333332,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-29.108745029936916
85.0,86,18.998849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-29.10888729831008
85.0,87,19.03635,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-29.10916440763346
85.0,88,19.073849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-29.109441858349097
85.0,89,19.111349999999995,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-29.109719650350662
85.0,90,19.13095,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-29.109865721776853
85.0,91,19.132649999999998,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-29.109879733246732
85.0,92,19.136499999999998,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-29.10991456034022
85.0,93,19.142499999999995,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-29.109970445656618
85.0,94,19.148324999999993,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-29.11002200182446
85.0,95,19.153974999999992,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-29.11006900432416
85.0,96,19.175549999999994,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-29.110232958398825
85.0,97,19.213049999999992,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-29.1105141851694
85.0,98,19.25054999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-29.11079575281496
85.0,99,19.28804999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-29.1110776612276
85.0,100,19.47346666666666,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-29.111222747153924
85.0,101,19.806799999999996,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-29.111231948336673
85.0,102,20.14013333333333,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-29.111242427907982
85.0,103,20.473466666666667,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-29.111254185852776
85.0,104,20.8068,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-29.111267222154137
85.0,105,21.140133333333335,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-29.11128153679332
85.0,106,21.32555,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-29.11156708280762
85.0,107,21.363049999999998,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-29.112122922351297
85.0,108,21.40055,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-29.112679102153447
85.0,109,21.438049999999997,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-29.11323562200093
85.0,110,21.457649999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-29.11352807645485
85.0,111,21.459349999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-29.113556127474286
85.0,112,21.463199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-29.113625846959252
85.0,113,21.469199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-29.113737476497437
85.0,114,21.475024999999995,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-29.113840233815232
85.0,115,21.480674999999994,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-29.11393389534216
85.0,116,21.502249999999993,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-29.11426053634377
85.0,117,21.539749999999994,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-29.114820476483786
85.0,118,21.577249999999992,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-29.115380755848495
85.0,119,21.61474999999999,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-29.115941374223187
85.0,120,21.800166666666662,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-29.11622972589119
85.0,121,22.133499999999998,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-29.116246743257204
85.0,122,22.46683333333333,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-29.116265031798577
85.0,123,22.800166666666666,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-29.116284591489006
85.0,124,23.1335,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-29.11630542230036
85.0,125,23.466833333333337,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-29.116327524202674
85.0,126,23.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.11645023225046
85.0,127,24.3835,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.116719440777494
85.0,128,24.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.117035800326654
85.0,129,25.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.11739929401013
85.0,130,25.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.117809902424018
85.0,131,26.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.11826760364933
85.0,132,26.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.118772373253197
85.0,133,27.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.119324184290157
85.0,134,27.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.1199230073036
85.0,135,28.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.12056881032733
85.0,136,28.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.121261558887284
85.0,137,29.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.122001216003355
85.0,138,29.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.12278774219139
85.0,139,30.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.123621095465282
85.0,140,30.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.12450123133921
85.0,141,31.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.125428102830018
85.0,142,31.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.12640166045973
85.0,143,32.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.127421852258177
85.0,144,32.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.128488623765787
85.0,145,33.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-29.12960191803647
90.0,0,0.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.31753016540279
90.0,1,0.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.316657243262316
90.0,2,1.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.315820799123205
90.0,3,1.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.31502087763628
90.0,4,2.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.3142575215027
90.0,5,2.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.313530771471726
90.0,6,3.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.312840666338513
90.0,7,3.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.31218724294205
90.0,8,4.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.311570536163188
90.0,9,4.750000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.310990578922787
90.0,10,5.250000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.310447402179957
90.0,11,5.750000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.309941034930397
90.0,12,6.250000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.309471504204854
90.0,13,6.750000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.309038835067675
90.0,14,7.250000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.30864305061548
90.0,15,7.7500000000000036,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.308284171975917
90.0,16,8.250000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.307962218306542
90.0,17,8.750000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.307677206793784
90.0,18,9.250000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.307429152652052
90.0,19,9.750000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-29.307218069122893
90.0,20,10.166666666666671,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.307121855053936
90.0,21,10.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.307104525188524
90.0,22,10.833333333333337,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.30708819197195
90.0,23,11.16666666666667,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.307072855427705
90.0,24,11.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.307058515577854
90.0,25,11.833333333333336,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-29.30704517244302
90.0,26,12.018750000000004,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.306819078981587
90.0,27,12.056250000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.306379504104996
90.0,28,12.093750000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.30594019504251
90.0,29,12.131250000000001,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-29.30550115196249
90.0,30,12.150850000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-29.305270712819613
90.0,31,12.152550000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-29.30524861286689
90.0,32,12.156400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-29.305193691473146
90.0,33,12.162400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-29.30510613801309
90.0,34,12.168225000000003,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-29.30502589379431
90.0,35,12.173875000000002,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-29.30495278352499
90.0,36,12.195450000000001,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.304697922159907
90.0,37,12.23295,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.304261560645266
90.0,38,12.27045,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.303825465756383
90.0,39,12.30795,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-29.30338963766038
90.0,40,12.493366666666665,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-29.303165743953578
90.0,41,12.826699999999999,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-29.30315451999039
90.0,42,13.160033333333331,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-29.303144298357655
90.0,43,13.493366666666665,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-29.30313507907008
90.0,44,13.826699999999997,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-29.303126862140925
90.0,45,14.160033333333331,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-29.30311964758201
90.0,46,14.345449999999998,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.30300588706696
90.0,47,14.382949999999997,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.30278484532212
90.0,48,14.420449999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.302564070768955
90.0,49,14.457949999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-29.302343563492073
90.0,50,14.477549999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-29.302227896750953
90.0,51,14.479249999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-29.30221680459467
90.0,52,14.483099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-29.3021892408279
90.0,53,14.489099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-29.302145395644178
90.0,54,14.494924999999997,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-29.302105299033336
90.0,55,14.500574999999996,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-29.302068774955785
90.0,56,14.522149999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.301941479828916
90.0,57,14.559649999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.301723665590906
90.0,58,14.597149999999994,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.301506118951245
90.0,59,14.634649999999993,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-29.3012888399933
90.0,60,14.820066666666659,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-29.301177288625695
90.0,61,15.153399999999992,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-29.30117220225791
90.0,62,15.486733333333326,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-29.30116812107191
90.0,63,15.820066666666664,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-29.30116504507357
90.0,64,16.153399999999998,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-29.301162974267317
90.0,65,16.486733333333333,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-29.301161908656123
90.0,66,16.672149999999995,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.30116080231379
90.0,67,16.709649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.301158917857784
90.0,68,16.747149999999994,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.30115730121655
90.0,69,16.784649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-29.30115595239071
90.0,70,16.804249999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-29.301155384660312
