model,condition,kf_s_inv,j0_A_m2,training_objective,t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,phase_cond_kg_m2,rate_cond_kg_m2_s,phase_evap_kg_m2,rate_evap_kg_m2_s,phase_dep_kg_m2,rate_dep_kg_m2_s,phase_sub_kg_m2,rate_sub_kg_m2_s,phase_frz_kg_m2,rate_frz_kg_m2_s,phase_mlt_kg_m2,rate_mlt_kg_m2_s,phase_frz_pore_kg_m2,rate_frz_pore_kg_m2_s,phase_frz_mem_kg_m2,rate_frz_mem_kg_m2_s,phase_mlt_pore_kg_m2,rate_mlt_pore_kg_m2_s,phase_mlt_mem_kg_m2,rate_mlt_mem_kg_m2_s,heat_adsorption_J_m2,phase_heat_balance_J_m2,ice_balance_kg_m2,ice_to_produced_water_ratio,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,7.8,491.749174917492,-24.890410098304358,-24.810158430039053,-24.911535941873694,-24.7692771778716,5.101752925894017e-05,5.101752925894017e-05,2.98335955900498e-05,0.00012126819410254378,0.013623533790684126,0.3916,172.46249999999995,cCL,8.167277835727813e-05,0.0014657583488877895,0.0013931999999999998,1.1765326759450194e-09,6.206589225822994e-05,0.0014031466404406594,5.446396562241877e-07,9.1144294694914e-06,2.9375102610779136e-18,678.7755468035256,-22.607323216101864,19.94459920098344,636.2236243390328,-4.7407500147755854e-08,1.3518786784461057e-12,-1.1751016826266891e-14,1,3,0,0.3916,0.4646827683883554,0.001685424065145803,0.6475970774945629,1.2629526460965947,0.6027409063378109,0.012605513720996877,9.148543224249772e-06,287849.52397693216,0.001708355004807651,3.0214182610694653,2.908873103277074,0.4646827683883554,10.291923875006322,0.9996540803030053,0.0,0.0,8.791489492342492e-08,1.3377372148798108e-08,0.0,0.0,6.366090781597687e-12,1.0320852975454064e-12,5.446460223149695e-07,2.161628990716384e-07,0.0,0.0,4.4585475666284455e-07,1.6220728372049749e-07,9.879126565212476e-08,5.395561535114052e-08,0.0,0.0,0.0,0.0,-22.56921185288273,-7.105427357601002e-15,-2.117582368135751e-22,0.006668557959931984,14.9,1.22937293729373,0.64,-24.8966369295883,1.187043358525444,0.02501073258028118,0.0025082565677777956
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,8.0,541.254125412541,-24.876052973696687,-24.78660351082388,-24.90017753997634,-24.74100886928801,5.452422076010988e-05,5.452422076010988e-05,3.3583330562133974e-05,0.00012960356729286874,0.014610042977326194,0.3916,172.46249999999995,cCL,9.130850380990838e-05,0.0014751584063523258,0.0013931999999999998,1.1822017730282368e-09,6.912310586536203e-05,0.00140544075597849,5.933623067006012e-07,9.35009745758547e-06,3.0357660829594124e-18,765.0423990694815,-23.18025348288081,21.715900843820748,720.146244693602,-4.9177959482449296e-08,1.3632749443215353e-12,-1.2461386089679394e-14,1,3,0,0.3916,0.4628575698917536,0.0018592729029601066,0.6423140674380686,1.26292761564092,0.6067596287571537,0.013843845553025928,1.0073892671648597e-05,287782.39372433885,0.0018807756736188587,3.026358217007947,2.898646397915171,0.4628575698917536,10.289629181239993,0.9996279550362533,0.0,0.0,9.06002858497688e-08,1.3426954631719407e-08,0.0,0.0,6.5729740900439806e-12,1.0344165422314664e-12,5.933688796746916e-07,2.4361428679861e-07,0.0,0.0,4.819903787943719e-07,1.806781106576365e-07,1.1137850088031947e-07,6.29361761409735e-08,0.0,0.0,0.0,0.0,-23.151682001336475,-1.0658141036401503e-14,-3.1763735522036263e-22,0.0064984342305717665,16.4,1.3531353135313526,0.627,-24.8826915344138,2.442434998097069,0.026679431796728305,0.0026739568564801306
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,8.2,600.660066006601,-24.860049221780315,-24.76006808860788,-24.88751171110124,-24.709130932778805,5.826958009769337e-05,5.826958009769337e-05,3.7894741261270566e-05,0.00013850625171783545,0.01560309009234024,0.3916,172.46249999999995,cCL,0.0001019601364188862,0.0014855738840191576,0.0013931999999999998,1.1914725140301642e-09,7.677213335183644e-05,0.001408152528047621,6.480311471860937e-07,9.586252399731057e-06,2.6207199388048052e-18,861.0427539321436,-23.75242648991132,23.71861298789368,813.5717144001742,-5.4164381424470776e-08,1.4161883471475178e-12,-1.377804120794579e-14,1,3,0,0.3916,0.46107642523674114,0.0020619223634859634,0.6364441862528596,1.2628994175303756,0.611120301876025,0.015323744419645045,1.1184981846064597e-05,287709.34053472325,0.0020877322400803607,3.0321975194823887,2.888485529478228,0.46107642523674114,10.286987687687382,0.9995995033417475,0.0,0.0,9.330480353440925e-08,1.3522588423202268e-08,0.0,0.0,6.78034971879121e-12,1.0368781437361523e-12,6.480379275358126e-07,2.733452393056062e-07,0.0,0.0,5.221110063443726e-07,2.0060313775000443e-07,1.2592692119143992e-07,7.274210155560251e-08,0.0,0.0,0.0,0.0,-23.73533072090227,-1.0658141036401503e-14,-2.117582368135751e-22,0.0063557304839586114,18.2,1.5016501650165026,0.616,-24.8670092636456,3.3188614046849993,0.02798905888316549,0.0028032697063306612
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,8.4,646.864686468647,-24.84262705443959,-24.733430225417266,-24.87352509361176,-24.67775302711749,6.22559515536755e-05,6.22559515536755e-05,4.280719030358037e-05,0.00014798181971398977,0.01660371030219002,0.3916,172.46249999999995,cCL,0.00011359689111886787,0.0014969738922958344,0.0013931999999999998,1.20952397071828e-09,8.497935863778521e-05,0.0014112841968302679,7.09127303810782e-07,9.822998823035928e-06,2.65121312490596e-18,966.5465899363159,-24.32395599896522,25.97797501023864,916.2446588694196,-5.7692396637776255e-08,1.4643156479032804e-12,-1.4420756255795197e-14,1,3,0,0.3916,0.45942418344811764,0.0022287700996424446,0.6322072023156877,1.2628716015819177,0.6141972221615539,0.016455126455918855,1.2050648757205785e-05,287642.5473465118,0.0022488491095491317,3.0389409923132384,2.8789781727604646,0.45942418344811764,10.284650256637677,0.9995686936233936,0.0,0.0,9.605328980802103e-08,1.3742431368058831e-08,0.0,0.0,6.988266473235484e-12,1.0395837722213633e-12,7.091342920772554e-07,3.054818227072124e-07,0.0,0.0,5.665291661687216e-07,2.2209079912174353e-07,1.426051259085338e-07,8.33910235854689e-08,0.0,0.0,0.0,0.0,-24.320370172330247,-1.7763568394002505e-14,-2.117582368135751e-22,0.006242488652869476,19.6,1.6171617161716176,0.606,-24.8496233679612,4.324620844172895,0.02815460587878261,0.002817681397229339
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,8.6,706.270627062706,-24.823587605673566,-24.703769703381624,-24.858240425984775,-24.64274150571285,6.648414123158739e-05,6.648414123158739e-05,4.834161393332292e-05,0.00015803218738195244,0.017620726379145763,0.3916,172.46249999999995,cCL,0.00012621876790985313,0.0015093582985231326,0.0013931999999999998,1.249413222608838e-09,9.376326638901774e-05,0.001414816721941165,7.770607797270739e-07,1.0060469386723155e-05,2.7765740010995965e-18,1081.6189501682998,-24.895069523747335,28.517325383020232,1028.206555198924,-6.260821550085893e-08,1.4949777527029084e-12,-1.517449360610712e-14,1,3,0,0.3916,0.45791265786695257,0.0024301950799281856,0.6270658083394465,1.2628406129053757,0.617853199862128,0.017908440719556606,1.3163984244616677e-05,287567.4015886414,0.0024560176958896406,3.0465476355322254,2.870011643792477,0.45791265786695257,10.281914874503544,0.9995355527998843,0.0,0.0,9.89081154743394e-08,1.4274128331591904e-08,0.0,0.0,7.19672065181164e-12,1.0422708928807827e-12,7.77067976447726e-07,3.3966842185235386e-07,0.0,0.0,6.155206466648002e-07,2.449574024803938e-07,1.6154732978292572e-07,9.471101937196e-08,0.0,0.0,0.0,0.0,-24.907008719376798,-1.0658141036401503e-14,-3.1763735522036263e-22,0.0061564598719745026,21.4,1.7656765676567652,0.595,-24.8305172389075,5.389211485621261,0.027907728088225003,0.0027906119797298074
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,8.8,785.478547854785,-24.802293234582322,-24.668445624799574,-24.841282927141066,-24.600331916958936,7.096419277658112e-05,7.096419277658112e-05,5.454401184994511e-05,0.00016868122837314267,0.018703415674863076,0.3916,172.46249999999995,cCL,0.00014013361744528093,0.0015230347475946983,0.0013931999999999998,1.3425408032578023e-09,0.00010344788886394488,0.0014187330191510134,8.524970389365529e-07,1.029886985058525e-05,2.8155375166732943e-18,1209.3443083153918,-25.466137966281913,31.364766350871122,1152.5134039283598,-6.987894352050716e-08,1.526207979440919e-12,-1.561207760292227e-14,1,3,0,0.3916,0.4562867772244908,0.0026978841941792827,0.6206653970453458,1.2628031445736587,0.6222776132328492,0.019845484833649268,1.4649461814411043e-05,287476.2228227192,0.0027323252689985906,3.0549806613932255,2.860175428016692,0.4562867772244908,10.278423501451336,0.9995000531549619,0.0,0.0,1.0202395894543515e-07,1.5579217355478697e-08,0.0,0.0,7.405809465154097e-12,1.0454440667122803e-12,8.525044447460184e-07,3.771823414914599e-07,0.0,0.0,6.694787017128816e-07,2.697902752404057e-07,1.8302574303313668e-07,1.0739206625105421e-07,0.0,0.0,0.0,0.0,-25.49545256658389,-7.105427357601002e-15,-2.117582368135751e-22,0.0060834584482872866,23.8,1.9636963696369625,0.586,-24.8090830422651,5.915596765417385,0.02736823312337503,0.002734067251565465
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,9.0,828.382838283829,-24.77951372468297,-24.635793402893256,-24.822724232597864,-24.562535002930588,7.570529930604645e-05,7.570529930604645e-05,6.145506668999358e-05,0.00017995079464237332,0.01979186288035658,0.3916,172.46249999999995,cCL,0.00015518751439843164,0.0015378489488995322,0.0013931999999999998,1.560768663700957e-09,0.00011389501789436642,0.0014230162665301539,9.36103706348038e-07,1.0538565498902184e-05,2.8900764160316728e-18,1348.288080528941,-26.038031472476877,34.5524370701285,1287.6976119106976,-7.563807713495407e-08,1.5450661583482628e-12,-1.670712179713263e-14,1,3,0,0.3916,0.4548100176937846,0.0028636483788140525,0.6174620927011618,1.2627695927973854,0.6244410741212788,0.020850968860739543,1.545711420520302e-05,287402.5344972847,0.0028823087441897815,3.064203846964156,2.8512610855521903,0.4548100176937846,10.275892807445082,0.9994621734935862,0.0,0.0,1.0577079671161405e-07,1.873418883089453e-08,0.0,0.0,7.61560415226658e-12,1.0489734355624216e-12,9.361113219521905e-07,4.1803438603086225e-07,0.0,0.0,7.288611858260339e-07,2.9691242056576244e-07,2.0725013612615655e-07,1.211219654650998e-07,0.0,0.0,0.0,0.0,-26.085869638125168,0.0,-2.117582368135751e-22,0.0060320813177319535,25.1,2.0709570957095726,0.576,-24.7856011553827,7.198279982840601,0.02456035123605287,0.002451007764416997
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,9.2,881.188118811881,-24.755345214680034,-24.601730983751196,-24.80292098458284,-24.5235274227054,8.069646777240076e-05,8.069646777240076e-05,6.906029111111183e-05,0.00019181475581744891,0.020936682912074078,0.3916,172.46249999999995,cCL,0.0001711341782465545,0.0015535540667543594,0.0013931999999999998,1.7384737881189473e-09,0.00012489580781659744,0.0014276282864377455,1.0282340262283922e-06,1.078011149219756e-05,2.605473345754228e-18,1496.0725945841111,-26.611606043814273,38.1040155630371,1431.35697289741,-7.984969130347963e-08,1.5969066347043537e-12,-1.7013300490642536e-14,1,3,0,0.3916,0.4536888583990726,0.003043896648972,0.6136566346042707,1.2627350043045051,0.6269710788342534,0.022090839905625485,1.6450960355655216e-05,287324.95206144574,0.003066869453869899,3.074134983716076,2.8440431409887768,0.4536888583990726,10.273189220790304,0.9994220583822472,0.0,0.0,1.1048833499606793e-07,2.358769142226949e-08,0.0,0.0,7.854267725595623e-12,1.1933178666452163e-12,1.0282418804961178e-06,4.6065279271963824e-07,0.0,0.0,7.939645788288404e-07,3.2551696501403356e-07,2.3427730166727742e-07,1.3513582770560482e-07,0.0,0.0,0.0,0.0,-26.678384441804575,-7.105427357601002e-15,0.0,0.006008349920300587,26.7,2.2029702970297027,0.567,-24.760557849607,8.228683351723232,0.021052170789637784,0.0020985734666653924
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,9.4,917.491749174918,-24.730022377564836,-24.568403514018286,-24.781918959025205,-24.48613616875258,8.592316444338805e-05,8.592316444338805e-05,7.734914185196524e-05,0.0002042385653515285,0.021991151999651078,0.3916,172.46249999999995,cCL,0.0001879120388589619,0.0015700891954621946,0.0013931999999999998,1.7459160643542088e-09,0.00013642572932127218,0.0014325325001421057,1.1292200827523477e-06,1.102284339676967e-05,2.541098841762901e-18,1652.1202403063617,-27.184765462478744,42.0417949196328,1582.8936798409138,-8.333630319157237e-08,1.6398705310338713e-12,-1.8312608374149164e-14,1,3,0,0.3916,0.4529128572786559,0.0031781875850764077,0.6111927867000337,1.2627017689388993,0.6285882499466366,0.022903595799726457,1.7136492502420956e-05,287256.10774720524,0.0031939851736149704,3.084695306076886,2.838574836393606,0.4529128572786559,10.27089860107709,0.9993798716974719,0.0,0.0,1.1530034806379296e-07,2.4060065338625038e-08,0.0,0.0,8.226922561880893e-12,1.8632741814263395e-12,1.1292283096749101e-06,5.04932145893959e-07,0.0,0.0,8.650772890780156e-07,3.5556355124587445e-07,2.6415102059689436e-07,1.4936859464808392e-07,0.0,0.0,0.0,0.0,-27.273201844619038,-3.552713678800501e-15,-6.352747104407253e-22,0.006009301424268448,27.8,2.293729372937295,0.559,-24.7340827000465,9.336813363154505,0.016415900807414677,0.001634485634332703
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,9.6,970.29702970297,-24.703287743413767,-24.531934353358253,-24.759761110336513,-24.444853361856957,9.136686976398344e-05,9.136686976398344e-05,8.63027344745146e-05,0.00021717820243399914,0.02296116534817601,0.3916,172.46249999999995,cCL,0.00020552109623565355,0.001587454514534035,0.0013931999999999998,1.7535528636819996e-09,0.00014852070682653347,0.0014376927248019192,1.2393293527186684e-06,1.1266581701620975e-05,2.6393546636444e-18,1816.4660320639507,-27.75739786414456,46.38525182927157,1742.323382282624,-8.791064942670346e-08,1.6855510043267685e-12,-1.7811273289591867e-14,1,3,0,0.3916,0.45240153683404005,0.003355738695159944,0.6076713936266255,1.2626651569925558,0.6308627691242201,0.02411286190691828,1.813233479186836e-05,287178.60870005295,0.0033787232067706272,3.0958069009515925,2.8342380030149856,0.45240153683404005,10.26813095041434,0.9993357995920619,0.0,0.0,1.2012609519497732e-07,2.4128735655921895e-08,0.0,0.0,8.600784529263508e-12,1.8693098369130816e-12,1.239337953503198e-06,5.505482191414411e-07,0.0,0.0,9.424530062312943e-07,3.8687858576639465e-07,2.9688494727190376e-07,1.6366963337504758e-07,0.0,0.0,0.0,0.0,-27.87050139626274,-3.552713678800501e-15,-4.235164736271502e-22,0.0060301807231391705,29.4,2.4257425742574252,0.551,-24.7061837464223,10.28518940592113,0.011721773942335485,0.0011656571100074425
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,9.8,1019.80198019802,-24.675042494568316,-24.49369322820064,-24.73626215506806,-24.401584234993464,9.701675323320162e-05,9.701675323320162e-05,9.592767147066238e-05,0.0002306079230644203,0.023881304399713147,0.3916,172.46249999999995,cCL,0.0002240844906380052,0.0016057731092265052,0.0013931999999999998,1.7616211490299993e-09,0.0001613256809941125,0.0014430867086829922,1.3589579282514545e-06,1.1511381411502327e-05,2.5394047758683924e-18,1990.3813043256914,-28.329509216763576,51.157344602100146,1910.8944504152546,-9.157309932561475e-08,1.7392528389725825e-12,-1.818510619866487e-14,1,3,0,0.3916,0.4520094210946658,0.00353051491191401,0.6045170656981481,1.262626765710368,0.6328662576249439,0.025224374804065152,1.9067583210945062e-05,287100.8582814979,0.003552068727005059,3.107421853322551,2.8303939599252246,0.4520094210946658,10.26532453254437,0.9992899531537357,0.0,0.0,1.2496725458115257e-07,2.4205796930876083e-08,0.0,0.0,8.976001294028677e-12,1.8760838238258325e-12,1.3589669042527487e-06,5.981447537477506e-07,0.0,0.0,1.0264253932856175e-06,4.19861935271614e-07,3.325415109671313e-07,1.7828281847613684e-07,0.0,0.0,0.0,0.0,-28.47041700517214,-3.552713678800501e-15,-2.117582368135751e-22,0.00606448899869098,30.9,2.54950495049505,0.544,-24.6766182570565,11.124460606277218,0.0063856500585649815,0.0006341775835826874
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,10.0,1079.20792079208,-24.64510329046155,-24.452392332008827,-24.711347988449177,-24.35461062388194,0.00010623302682340856,0.00010286508094602976,0.00010623302682340856,0.00024450934382227183,0.02477268338257849,0.3916,164.39999999999992,PEM,0.00024366379219670431,0.0016251065018821238,0.0013931999999999998,1.7700999941683266e-09,0.00017491792247878863,0.001448698269540757,1.4885397625842908e-06,1.1757290314582319e-05,2.010856216781709e-18,2174.5315851092514,-28.90107417164296,56.38232096787612,2089.248189873467,-9.626553065800181e-08,1.7787767786492381e-12,-1.8149544367407344e-14,1,3,0,0.3916,0.45168220320152264,0.003734223185491893,0.6008476364238958,1.2625851325252926,0.6351536477459496,0.026563658176294403,2.0190179152822563e-05,287016.1008002638,0.0037600954015576536,3.1195053177018885,2.8267110739450394,0.45168220320152264,10.262167251657079,0.9992424109780759,0.0,0.0,1.2982458662089171e-07,2.4286660198695826e-08,0.0,0.0,9.352640803362964e-12,1.8831975466714435e-12,1.4885491152250945e-06,6.479110548617313e-07,0.0,0.0,1.1173598190281733e-06,4.5467212871278047e-07,3.7118929619692136e-07,1.9323892614895087e-07,0.0,0.0,0.0,0.0,-29.073066188286845,3.552713678800501e-15,-4.235164736271502e-22,0.0061089903804116535,32.7,2.6980198019802,0.537,-24.6452668796771,11.889690209291581,0.0006637753867649053,6.582941640415836e-05
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,10.2,1125.41254125413,-24.61371434171457,-24.411062688681113,-24.685011381695205,-24.30825466340312,0.00011723145012200723,0.00010890736490438325,0.00011723145012200723,0.00025887179677771155,0.02563446965472814,0.3916,164.39999999999992,PEM,0.00026422821584640724,0.00164542386146331,0.0013931999999999998,1.7787394908149991e-09,0.0001892766919238482,0.0014545168463255959,1.628544474375133e-06,1.2004354383099542e-05,2.4801124695605914e-18,2368.646155218956,-29.472050369824203,62.086129782393904,2277.0879749675755,-9.916258392195232e-08,1.8440388105389616e-12,-1.873935034923946e-14,1,3,0,0.3916,0.45147080422951785,0.003902033342456916,0.5981470739129296,1.2625439772495604,0.6368131103652217,0.02756272692514974,2.106604625924643e-05,286936.800747939,0.003922161738475484,3.1320345528113616,2.8236118514601327,0.45147080422951785,10.259310535855972,0.9991932205289041,0.0,0.0,1.3469918882768396e-07,2.4373011033961332e-08,0.0,0.0,9.730800592517798e-12,1.8907989457741756e-12,1.6285542051757256e-06,7.000254497531578e-07,0.0,0.0,1.2156510149264527e-06,4.914559794913987e-07,4.1290319024927314e-07,2.0856947026175965e-07,0.0,0.0,0.0,0.0,-29.678560507405056,0.0,0.0,0.006163401093098198,34.1,2.813531353135325,0.53,-24.612201248928,12.857938474137665,0.006147734496671354,0.000608797854561347
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,10.4,1184.81848184818,-24.58067181206806,-24.36664858262796,-24.6572831116101,-24.25819788559204,0.00012892403455829526,0.0001151378797200731,0.00012892403455829526,0.0002736816727360901,0.026479126780801727,0.3916,164.39999999999992,PEM,0.00028577776158711404,0.0016667251472009962,0.0013931999999999998,1.7876581087671854e-09,0.00020441302748302255,0.0014605309524446468,1.7793796152180817e-06,1.2252614386119725e-05,2.0294909416213036e-18,2572.7669817997967,-30.04240407093433,68.29265336852468,2474.431924255112,-1.0522576587845833e-07,1.8569069892837575e-12,-1.8878995589055592e-14,1,3,0,0.3916,0.45136175680649704,0.004104571779037699,0.5947388120894257,1.2624996000199904,0.6388708373584963,0.028867758985955835,2.2191586112555836e-05,286849.10452460387,0.0041304590572516665,3.1449848243855443,2.8208569295872112,0.45136175680649704,10.25605269137687,0.9991424381760623,0.0,0.0,1.395910101839699e-07,2.4459106781429542e-08,0.0,0.0,1.011047812399722e-11,1.8983876573971004e-12,1.7793897256962058e-06,7.541776026023967e-07,0.0,0.0,1.321661888388453e-06,5.300543673099983e-07,4.577278373077532e-07,2.241232352923992e-07,0.0,0.0,0.0,0.0,-30.28700230891585,0.0,0.0,0.006226445351576704,35.9,2.96204620462045,0.525,-24.5774298614072,13.2835832551287,0.013190763554784374,0.0013042270348066274
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,10.6,1234.32343234323,-24.546081890431367,-24.321511598382926,-24.628084243890186,-24.207752625382255,0.00014132405328685048,0.00012155594112971334,0.00014132405328685048,0.0002889373452096823,0.027318523270745267,0.3916,164.39999999999992,PEM,0.0003083432144841681,0.001689041100572432,0.0013931999999999998,1.7968539926431939e-09,0.00022036160190378907,0.0014667361938422608,1.9415079723892244e-06,1.250211391173813e-05,2.1734865426545347e-18,2787.246728341777,-30.61208985473774,75.02795784600879,2681.6066805324363,-1.0859402266305551e-07,1.8781677602053293e-12,-1.907501934184097e-14,1,3,0,0.3916,0.45132438665961294,0.0042827360562641085,0.5920392623594803,1.26245482574043,0.6404771870051899,0.029915244013666627,2.3132362093199335e-05,286764.18471669,0.004304315176466983,3.1583466706336374,2.818472755099997,0.45133382938427824,10.252973542485288,0.9990900760664099,0.0,0.0,1.445014255039816e-07,2.4552076600058586e-08,0.0,0.0,1.0491795395366633e-11,1.9065863568470753e-12,1.9415184641846197e-06,8.106436924420728e-07,0.0,0.0,1.435789260716711e-06,5.706368616412929e-07,5.057292034679093e-07,2.400068308007812e-07,0.0,0.0,0.0,0.0,-30.89849712107834,-3.552713678800501e-15,0.0,0.006296580826781617,37.4,3.085808580858075,0.519,-24.5408981444579,14.073075599129156,0.021122886142776083,0.002085099030879642
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,10.8,1306.93069306931,-24.509463163117402,-24.27130785948131,-24.59729621101488,-24.150821475691913,0.00015444517086217466,0.00012816286129627532,0.00015444517086217466,0.00030464193319770696,0.028183589788083524,0.3916,164.39999999999992,PEM,0.0003320477147989455,0.0017124948205599407,0.0013931999999999998,1.8066559061213088e-09,0.0002372472234840571,0.0014731303899486316,2.115400471345959e-06,1.2752894239006917e-05,2.3056236824262055e-18,3013.3978782742643,-31.181054640041435,82.31825413978771,2899.8985693790037,-1.154314333007278e-07,1.929272713807606e-12,-1.8415824420969784e-14,1,3,0,0.3916,0.4512759797097066,0.0045274447916930005,0.588115892373539,1.2624044117679116,0.6427618590344077,0.0315021499865134,2.4510373451534468e-05,286663.8568094452,0.004559105244781764,3.172115396099552,2.8156752359144965,0.4512759797097066,10.249159144388173,0.999036128781204,0.0,0.0,1.4943101864058708e-07,2.4647965683027307e-08,0.0,0.0,1.0874805364389741e-11,1.9150498451155275e-12,2.1154113461513237e-06,8.69464409833515e-07,0.0,0.0,1.558438304324701e-06,6.132452180399462e-07,5.56973041826623e-07,2.562191917935672e-07,0.0,0.0,0.0,0.0,-31.51314750366756,-7.105427357601002e-15,-4.235164736271502e-22,0.0063707725638974255,39.6,3.2673267326732756,0.512,-24.502356050682,14.866385229206836,0.02900583282971647,0.002858306767970578
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,11.0,1336.63366336634,-24.471706579910432,-24.22521248273418,-24.565040808791252,-24.100432169303133,0.00016830320139108623,0.00013496226701314862,0.00016830320139108623,0.0003208040575544298,0.029034861062597273,0.3916,164.39999999999992,PEM,0.0003567065521393826,0.0017369015560842328,0.0013931999999999998,1.8162336744347633e-09,0.0002548831550534755,0.0014797150253721982,2.301559424884981e-06,1.3004996055151253e-05,1.6517142471458857e-18,3249.349954193577,-31.749230497922444,90.19236669364233,3127.4083568818533,-1.201590862365265e-07,1.9438339826649553e-12,-1.8981344274138223e-14,1,3,0,0.3916,0.45125509121208374,0.0046510537064796,0.5867157291911558,1.26235957585125,0.6435769956833446,0.032041770203065395,2.5080773684228422e-05,286584.69159843447,0.004664009287834695,3.1862941976145533,2.814070013585446,0.4514109588134124,10.246501015153537,0.9989805703405576,0.0,0.0,1.5438126871806798e-07,2.4751250387404545e-08,0.0,0.0,1.1259638015289955e-11,1.924163254501077e-12,2.3015706845229968e-06,9.307966918583687e-07,0.0,0.0,1.6900368575147765e-06,6.579927659503801e-07,6.115338270082208e-07,2.728039259079897e-07,0.0,0.0,0.0,0.0,-32.131049401173854,-1.0658141036401503e-14,-4.235164736271502e-22,0.006452248805302713,40.5,3.34158415841585,0.51,-24.4622045349604,15.042299841403093,0.03884378015257187,0.0038208730477761934
bp,minus25,0.03,0.08488254555830216,0.008986377013638143,11.2,1382.83828382838,-24.43281176981307,-24.17733681685428,-24.531722556094678,-24.048212983278376,0.00018286443687287287,0.00014194600441145379,0.00018286443687287287,0.00033740433660911284,0.029853393527430435,0.3916,164.39999999999992,PEM,0.00038207344598272864,0.001762015002244461,0.0013931999999999998,1.8255474478027227e-09,0.00027303579650018615,0.0014864771649152303,2.5002152815965688e-06,1.3258443738269513e-05,1.9871392942585886e-18,3492.578524912566,-32.316601396352524,98.66891901474858,3361.593004376299,-1.251657977263676e-07,1.9895057823404727e-12,-1.9562476638590454e-14,1,3,0,0.3916,0.45125509121208374,0.0048065338256523035,0.5844438110660565,1.2623131928510474,0.6448819595788152,0.032961459031936494,2.5963174239207642e-05,286498.07870305417,0.004826693044813213,3.2008552216090234,2.814062477837197,0.4518911217845676,10.24350763078863,0.998923474674463,0.0,0.0,1.5934978907859831e-07,2.484260180265178e-08,0.0,0.0,1.1646075436483072e-11,1.9321871059655906e-12,2.500226927672005e-06,9.932812157450458e-07,0.0,0.0,1.8308499421334492e-06,7.040654230933659e-07,6.693769855385568e-07,2.892157926516814e-07,0.0,0.0,0.0,0.0,-32.752269626408044,-7.105427357601002e-15,0.0,0.006543808024045694,41.9,3.4570957095709502,0.506,-24.420975736585,15.502729459694953,0.04846666798141098,0.00475860558015807
